filename,year,DP02_0001E,DP05_0068E,DP05_0069E,DP05_0062E,DP03_0034E,DP05_0033E,DP03_0062E,DP05_0073E,DP02_0037E,DP02_0059E,DP05_0071E,DP05_0065E,DP05_0072E,DP03_0064E,DP05_0063E,DP02_0067PE,DP02_0093E,DP02_0068E,DP03_0008E,DP02_0095E,DP03_0063E,DP02_0067E,DP02_0036E,DP03_0033E,DP05_0067E,DP02_0094E,DP05_0060E,DP05_0079E,DP03_0032E,DP05_0077E,DP05_0066E,DP05_0061E,DP03_0006E,DP05_0028E,DP05_0070E,DP02_0097E,DP02_0096E,DP02_0058E,DP03_0009PE,DP05_0001E
Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,2020,483906,36846,821784,,,1450589,94814,159023,18055,1022529,,,1450589,,,,,354983,710984,261370,122902,,,8718,54780,,,305224,675071,,,,49403,,386769,104192,,,5.1,1450589
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,2020,483906,36846,821784,,,1450589,94814,159023,18055,1022529,,,1450589,,,,,354983,710984,261370,122902,,,8718,54780,,,305224,675071,,,,49403,,386769,104192,,,5.1,1450589
Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,2020,483906,36846,821784,,,1450589,94814,159023,18055,1022529,,,1450589,,,,,354983,710984,261370,122902,,,8718,54780,,,305224,675071,,,,49403,,386769,104192,,,5.1,1450589
Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,2020,1148635,73411,113969,,,2935922,69747,369970,39789,1926520,,,2935922,,,,,668265,1513506,207290,94263,,,45229,221627,,,2179129,1452870,,,,20203,,7077,118995,,,4.0,2935922
Maine_06122018_DemocraticPrimaryforGovernor.csv,2018,569551,1460,,,,1340825,59489,,14221,982385,23143,27832,,,,,,319175,704226,48139,78301,,,16541,23244,,,,675784,1242113,23349,,1994,,1340825,21731,,,4.0,1340825
Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,2020,234156,21788,8840,,,577929,72495,60518,7955,391802,,,577929,,,,,113581,299351,19756,94901,,,28097,9712,,,476921,287895,,,,3487,,1862,11849,,,3.8,577929
Portland_06142022_Schoolboarddistrict5.csv,2022,283896,17509,72055,,,646101,85876,66368,5751,487190,,,646101,,,,,256001,389536,81652,117687,,,2082,51313,,,441135,367733,,,,186,,6938,34439,,,5.6,646101
SanFrancisco_11082022_AssessorRecorder.csv,2022,360842,12848,331359,,,851036,136689,131517,8097,680343,,,851036,,,,,406774,526058,288169,197408,,,846,58145,,,325900,497881,,,,388,,6945,107197,,,5.4,851036
Minneapolis_11062009_BoardofEstimateandTaxation.csv,2009,168273,,,23870,,,47478,,,,,381833,238110,,405,44.7,56744,,228833,36443,68190,,6324,632,,,75883,,207205,,36719,11925,81,381833,,,,250683,9.5,381833
Minneapolis_11072017_BoardofEstimateandTaxation.csv,2017,176974,740,,,,420324,62583,,5943,280424,40432,91094,,,,,,141463,256184,,89282,,,952,30759,65579,,,243171,252180,11876,,65,,420324,,34946,,5.1,420324
Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,2021,185674,13186,28721,,,426877,76332,42067,5188,287404,,,426877,,,,,153769,259198,61781,108980,,,1193,92053,,,256323,244212,,,,368,,675,28106,,,5.8,426877
Minneapolis 2013-board of estimation and taxation cvr.csv,2013,168385,,,28780,,,51480,,,,,399950,241066,,948,47.4,61918,,240754,36346,75185,,6375,1036,,,83922,,222453,,39857,11647,65,399950,,,,263897,7.6,399950
SanFrancisco_11052019_CityAttorney.csv,2019,361222,6942,,,,865933,126187,,8238,688969,133241,58264,,,,,,410052,540475,295398,178742,,,872,333357,,,,511902,339050,12302,,286,,865933,110408,,,5.3,865933
Oakland_11082016_CityAttorney.csv,2016,161483,5342,,,,421042,68442,,,,113134,113352,,,,,116179,,236412,62172,101853,129751,5590,1106,78302,,,,220792,118713,9522,,117,,421042,,,305097,6.6,421042
Oakland_11082022_CityAuditor.csv,2022,170282,12005,84571,,,437825,94389,116550,5701,322918,,,437825,,,,,156333,247759,115087,139468,,,965,110157,,,126780,233396,,,,342,,4273,58022,,,5.8,437825
Berkeley_11042014_CityAuditor.csv,2014,45923,,,27491,,,70393,,,,,118585,65771,,620,71.8,24418,,65764,14088,109218,,881,216,,,12382,,60995,,13187,2102,80,118585,,,,73944,7.3,118585
Berkeley_11022010_CityAuditor.csv,2010,44877,,,25747,,,63505,,,,,112662,62488,,609,69.5,24468,,59144,14438,96098,,890,217,,,11828,,54592,,12516,1746,58,112662,,,,69459,7.7,112662
Cambridge_11152019_CityCouncil.csv,2019,47777,295,,,,116892,112565,,1171,78944,10265,14577,,,,,,63138,72011,34073,154448,,,103,24619,,,,69314,67193,921,,120,,116892,20565,,,3.7,116892
Cambridge_11072017_CityCouncil.csv,2017,46835,236,,,,116632,103154,,1247,79240,11066,14219,,,,,,62628,73312,,139991,,,87,22252,33701,,,70348,69795,903,,111,,116632,,21325,,4.0,116632
Cambridge_11082005_CityCouncil.csv,2005,47100,,,14377,92,,,,,,,106255,70633,95925,241,(X),27316,,63580,17246,64420,,1330,60440,,,13413,,,,7829,941,369,106255,,,,75217,(X),106255
Cambridge_11082011_CityCouncil.csv,2011,44345,,,16845,,,72529,,,,,105737,66764,,144,73.5,29243,,63778,17540,108729,,1414,79,,,14120,,59904,,8198,1191,274,105737,,,,72386,6.1,105737
Cambridge_11072023_CityCouncil.csv,2023,49475,1021,26098,,,117962,121539,10302,1068,79997,,,117962,,,,,63931,73356,34750,169569,,,166,15066,,,66070,70910,,,,152,,285,21007,,,3.3,117962
Eastpointe_11022021_CityCouncil.csv,2021,13232,343,376,,,34087,57953,585,398,22988,,,34087,,,,,3423,16611,1047,68607,,,0,19179,,,13363,14600,,,,0,,38,356,,,12.1,34087
Cambridge_11032009_CityCouncil.csv,2009,45386,,,15859,,,69017,,,,,104322,67039,,163,73.1,28612,,62760,17963,102960,,1538,66,,,13953,,59018,,7555,958,311,104322,,,,72507,6.0,104322
Cambridge_11052013_CityCouncil.csv,2013,43801,,,18428,,,79416,,,,,107916,67973,,232,75.1,29231,,66288,17696,115608,,1291,71,,,13090,,62998,,8670,1070,68,107916,,,,72618,5.0,107916
Cambridge_11062007_CityCouncil.csv,2007,47100,,,14377,92,,,,,,,106255,70633,95925,241,(X),27316,,63580,17246,64420,,1330,60440,,,13413,,,,7829,941,369,106255,,,,75217,(X),106255
Cambridge_11042003_CityCouncil.csv,2003,47100,,,14377,92,,,,,,,106255,70633,95925,241,(X),27316,,63580,17246,64420,,1330,60440,,,13413,,,,7829,941,369,106255,,,,75217,(X),106255
Cambridge_11062001_CityCouncil.csv,2001,47100,,,14377,92,,,,,,,106255,70633,95925,241,(X),27316,,63580,17246,64420,,1330,60440,,,13413,,,,7829,941,369,106255,,,,75217,(X),106255
Cambridge_11032015_CityCouncil.csv,2015,44234,285,,,,110893,89145,,,,9707,13823,,,,76.5,31305,,68731,19809,125041,,1210,120,19703,,,,65165,68330,931,,64,,110893,,,74490,5.2,110893
