geocode,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
27_053_023100,2013,1219.0,915.4689999999998,931.0,4.6,0.0,29.0,54.0,1651.0,177484.0,126563.0,888.0,6.0,5.0,79.0,17.0,28.0,1838.0,121.0,45.0,1838.0,1838.0,645.0
27_053_023600,2013,2440.0,2020.32,1752.0,4.3,0.0,20.0,74.0,3705.0,322463.0,194219.0,1676.0,0.0,17.0,199.0,21.0,0.0,4003.0,216.0,73.0,4003.0,4003.0,1329.0
27_053_023802,2013,1912.0,1365.1680000000001,1700.0,4.7,0.0,41.0,150.0,2650.0,126589.0,90781.0,1620.0,0.0,11.0,97.0,19.0,0.0,2925.0,171.0,101.0,2925.0,2925.0,1104.0
27_053_110900,2013,2532.0,1359.6840000000002,2172.0,2.5,0.0,71.0,325.0,2003.0,91386.0,83077.0,2117.0,0.0,60.0,160.0,935.0,0.0,3451.0,332.0,191.0,3451.0,3451.0,1426.0
27_053_109800,2013,2877.0,2088.7019999999998,2471.0,4.5,0.0,56.0,152.0,3550.0,128118.0,106429.0,2361.0,0.0,52.0,194.0,310.0,8.0,4248.0,407.0,104.0,4248.0,4248.0,1708.0
27_053_111600,2013,2407.0,1802.8430000000003,2066.0,5.7,0.0,47.0,58.0,2878.0,137466.0,114750.0,1949.0,9.0,45.0,71.0,237.0,0.0,3267.0,128.0,41.0,3267.0,3267.0,1286.0
27_053_106500,2013,3613.0,2738.654,2902.0,1.3,0.0,68.0,108.0,3960.0,196291.0,118750.0,2865.0,0.0,44.0,244.0,98.0,0.0,4496.0,388.0,180.0,4496.0,4496.0,2205.0
27_053_108000,2013,2579.0,1996.146,2960.0,5.9,0.0,18.0,104.0,3078.0,102376.0,72568.0,2786.0,13.0,137.0,155.0,43.0,0.0,3497.0,214.0,127.0,3497.0,3497.0,1968.0
27_053_007700,2013,2350.0,1240.8,2467.0,3.6,0.0,41.0,406.0,1818.0,62024.0,46719.0,2377.0,72.0,185.0,183.0,1191.0,11.0,3742.0,1174.0,805.0,3742.0,3742.0,1926.0
27_053_007801,2013,969.0,153.102,947.0,9.9,0.0,18.0,463.0,326.0,31766.0,26094.0,853.0,16.0,29.0,165.0,726.0,0.0,1687.0,708.0,459.0,1687.0,1687.0,676.0
27_053_008100,2013,2678.0,1748.7340000000002,2892.0,3.7,0.0,8.0,68.0,3174.0,75059.0,53432.0,2785.0,11.0,31.0,114.0,59.0,0.0,3443.0,122.0,39.0,3443.0,3443.0,1926.0
27_053_008200,2013,3053.0,1016.6489999999999,2763.0,5.8,0.0,44.0,873.0,2214.0,41421.0,30965.0,2604.0,197.0,66.0,96.0,1324.0,0.0,4534.0,1544.0,651.0,4534.0,4534.0,2113.0
27_053_008300,2013,1047.0,221.964,1130.0,6.0,0.0,65.0,969.0,432.0,58649.0,48629.0,1062.0,0.0,103.0,63.0,726.0,4.0,2270.0,976.0,638.0,2270.0,2270.0,576.0
27_053_109100,2013,3639.0,2485.437,3693.0,6.1,0.0,0.0,67.0,4192.0,108748.0,72500.0,3469.0,0.0,25.0,336.0,279.0,0.0,4911.0,443.0,182.0,4911.0,4911.0,2592.0
27_053_109200,2013,2799.0,1483.47,2543.0,6.7,0.0,34.0,153.0,3004.0,60983.0,47056.0,2373.0,27.0,90.0,147.0,127.0,0.0,3476.0,249.0,171.0,3476.0,3476.0,1953.0
27_053_109300,2013,3266.0,1704.852,2943.0,3.3,0.0,25.0,425.0,2727.0,69871.0,51144.0,2845.0,0.0,114.0,195.0,587.0,11.0,4004.0,482.0,321.0,4004.0,4004.0,1941.0
27_053_109900,2013,2843.0,2015.6870000000001,2641.0,4.8,0.0,37.0,44.0,3423.0,102126.0,81648.0,2514.0,0.0,46.0,183.0,47.0,16.0,3743.0,152.0,39.0,3743.0,3743.0,1739.0
27_053_110800,2013,3185.0,2082.9900000000002,2973.0,3.9,0.0,80.0,206.0,3600.0,101463.0,83835.0,2858.0,10.0,130.0,365.0,313.0,19.0,4547.0,288.0,157.0,4547.0,4547.0,1853.0
27_053_010600,2013,2040.0,1625.88,1699.0,4.8,0.0,34.0,81.0,2436.0,168208.0,111786.0,1617.0,8.0,16.0,96.0,233.0,6.0,2827.0,141.0,38.0,2827.0,2827.0,1176.0
27_053_010700,2013,1719.0,1251.432,1462.0,3.8,0.0,19.0,78.0,2159.0,187660.0,116389.0,1406.0,7.0,47.0,128.0,125.0,0.0,2490.0,116.0,66.0,2490.0,2490.0,926.0
27_053_111200,2013,2231.0,1711.1770000000001,1866.0,3.1,8.0,67.0,24.0,2921.0,146952.0,122333.0,1808.0,15.0,33.0,97.0,32.0,0.0,3098.0,88.0,35.0,3098.0,3098.0,1338.0
27_053_111300,2013,3421.0,2654.696,2726.0,2.8,0.0,67.0,137.0,4183.0,145026.0,115875.0,2649.0,5.0,78.0,208.0,308.0,0.0,4864.0,266.0,94.0,4864.0,4864.0,1904.0
27_053_111400,2013,2705.0,2055.8,2318.0,3.9,0.0,38.0,27.0,3640.0,148126.0,122051.0,2227.0,0.0,35.0,173.0,83.0,0.0,3954.0,151.0,41.0,3954.0,3954.0,1500.0
27_053_111500,2013,3754.0,2601.522,3142.0,3.8,0.0,45.0,54.0,4403.0,130070.0,108558.0,3022.0,19.0,136.0,158.0,504.0,0.0,5255.0,262.0,92.0,5255.0,5255.0,2107.0
27_053_012003,2013,3567.0,1430.3670000000002,2810.0,5.1,0.0,58.0,754.0,3237.0,75294.0,51518.0,2667.0,0.0,267.0,316.0,737.0,0.0,5291.0,838.0,310.0,5291.0,5291.0,2197.0
27_053_010600,2009,2214.0,1625.0760000000002,1930.0,4.2,0.0,40.0,22.0,2748.0,151750.0,109315.0,1848.0,0.0,16.0,152.0,102.0,21.0,3045.0,172.0,68.0,3045.0,3045.0,1257.0
27_053_010700,2009,1708.0,1262.2120000000002,1394.0,4.1,0.0,10.0,48.0,2245.0,179724.0,109519.0,1337.0,0.0,35.0,9.0,92.0,0.0,2486.0,130.0,94.0,2486.0,2486.0,995.0
27_053_111200,2009,2325.0,1760.025,2007.0,2.4,0.0,101.0,116.0,2778.0,107294.0,94408.0,1958.0,0.0,0.0,60.0,68.0,0.0,3022.0,94.0,55.0,3022.0,3022.0,1365.0
27_053_111300,2009,3314.0,2531.896,2656.0,5.2,0.0,53.0,99.0,4161.0,128172.0,107910.0,2518.0,0.0,39.0,176.0,148.0,0.0,4611.0,175.0,102.0,4611.0,4611.0,1960.0
27_053_111400,2009,2672.0,2196.384,2181.0,5.1,0.0,98.0,47.0,3628.0,143114.0,125086.0,2069.0,0.0,34.0,90.0,127.0,0.0,3890.0,132.0,55.0,3890.0,3890.0,1552.0
27_053_012001,2009,4520.0,2535.7200000000003,3813.0,4.9,0.0,42.0,179.0,5036.0,88817.0,78060.0,3625.0,0.0,39.0,326.0,361.0,0.0,5922.0,536.0,268.0,5922.0,5922.0,2631.0
27_053_022901,2009,3640.0,2668.12,3070.0,3.8,0.0,133.0,125.0,4296.0,93278.0,63153.0,2952.0,0.0,31.0,83.0,203.0,0.0,4754.0,241.0,155.0,4754.0,4754.0,2675.0
27_053_023100,2009,1189.0,892.9389999999999,898.0,4.1,0.0,21.0,17.0,1762.0,143289.0,112313.0,861.0,0.0,13.0,57.0,9.0,39.0,1897.0,84.0,31.0,1897.0,1897.0,649.0
27_053_023600,2009,2397.0,1891.2330000000002,1755.0,5.7,0.0,45.0,58.0,3595.0,262943.0,180455.0,1655.0,16.0,0.0,131.0,13.0,0.0,3797.0,116.0,16.0,3797.0,3797.0,1288.0
27_053_023802,2009,1796.0,1237.4440000000002,1591.0,5.8,0.0,56.0,0.0,2594.0,106074.0,82583.0,1499.0,0.0,43.0,53.0,23.0,25.0,2745.0,86.0,0.0,2745.0,2745.0,1091.0
27_053_109800,2009,2989.0,2146.102,2739.0,4.7,0.0,77.0,253.0,3604.0,110460.0,97540.0,2611.0,0.0,47.0,154.0,294.0,0.0,4352.0,461.0,182.0,4352.0,4352.0,1822.0
27_053_012001,2017,4396.0,2777.0,3882.0,4.4,17.0,175.0,279.0,4935.0,123162.0,105750.0,3713.0,0.0,19.0,565.0,306.0,0.0,6074.0,555.0,330.0,6074.0,6074.0,2526.0
27_053_022901,2017,4104.0,2832.0,3368.0,2.3,0.0,0.0,144.0,4530.0,110425.0,80032.0,3292.0,0.0,21.0,320.0,236.0,0.0,5214.0,501.0,242.0,5214.0,5214.0,2843.0
27_053_023100,2017,1211.0,964.0,981.0,5.3,0.0,23.0,11.0,1744.0,253423.0,168036.0,929.0,4.0,12.0,140.0,22.0,0.0,1937.0,65.0,16.0,1937.0,1937.0,641.0
27_053_023600,2017,2493.0,2172.0,1887.0,1.6,0.0,10.0,102.0,3575.0,379829.0,250001.0,1857.0,0.0,7.0,129.0,41.0,0.0,3854.0,171.0,56.0,3854.0,3854.0,1338.0
27_053_023802,2017,1888.0,1262.0,1506.0,2.1,0.0,23.0,41.0,2260.0,143003.0,125541.0,1475.0,0.0,0.0,346.0,187.0,9.0,2810.0,189.0,41.0,2810.0,2810.0,1042.0
27_053_109800,2017,2943.0,2357.0,2607.0,2.0,8.0,32.0,156.0,3846.0,165463.0,111927.0,2556.0,7.0,46.0,93.0,113.0,0.0,4258.0,244.0,79.0,4258.0,4258.0,1725.0
27_053_010600,2017,2102.0,1600.0,1749.0,2.8,0.0,23.0,50.0,2755.0,212170.0,141750.0,1700.0,15.0,0.0,112.0,154.0,0.0,3064.0,228.0,149.0,3064.0,3064.0,1172.0
27_053_010700,2017,1719.0,1274.0,1528.0,5.6,0.0,24.0,84.0,2252.0,177066.0,126750.0,1442.0,7.0,28.0,187.0,108.0,0.0,2609.0,63.0,23.0,2609.0,2609.0,985.0
27_053_111200,2017,2360.0,1774.0,1792.0,3.2,0.0,68.0,55.0,3035.0,154467.0,129659.0,1735.0,8.0,61.0,164.0,88.0,42.0,3322.0,177.0,43.0,3322.0,3322.0,1410.0
27_053_111300,2017,3469.0,2861.0,2847.0,3.1,0.0,110.0,183.0,4285.0,180736.0,155185.0,2760.0,13.0,19.0,328.0,284.0,0.0,5062.0,412.0,139.0,5062.0,5062.0,1916.0
27_053_111400,2017,2835.0,2261.0,2361.0,2.3,0.0,107.0,94.0,3698.0,186382.0,169063.0,2307.0,21.0,34.0,243.0,151.0,0.0,4220.0,179.0,41.0,4220.0,4220.0,1507.0
27_053_105400,2023,2716.0,1345.0,2602.0,6.7,0.0,61.0,221.0,2299.0,111277.0,58862.0,2427.0,0.0,121.0,259.0,904.0,9.0,3781.0,590.0,234.0,3781.0,3781.0,2061.0
27_053_105700,2023,2298.0,824.0,2031.0,3.8,0.0,0.0,583.0,1392.0,60934.0,54893.0,1954.0,0.0,155.0,39.0,695.0,0.0,2789.0,394.0,140.0,2789.0,2789.0,1833.0
27_053_106200,2023,2552.0,959.0,2177.0,3.5,43.0,140.0,109.0,1461.0,62806.0,46750.0,2100.0,0.0,172.0,114.0,2234.0,0.0,3921.0,1578.0,492.0,3921.0,3921.0,1906.0
27_053_105600,2023,3733.0,2131.0,3396.0,3.1,0.0,0.0,528.0,3021.0,74454.0,40000.0,3291.0,19.0,374.0,184.0,825.0,0.0,4718.0,525.0,202.0,4718.0,4718.0,3086.0
27_053_106900,2023,1730.0,849.0,1904.0,8.6,5.0,4.0,299.0,1842.0,54830.0,35417.0,1741.0,13.0,100.0,175.0,561.0,14.0,2898.0,362.0,193.0,2898.0,2898.0,1421.0
27_053_107500,2023,1525.0,1029.0,1160.0,8.8,0.0,17.0,110.0,1441.0,114509.0,100069.0,1058.0,13.0,71.0,256.0,47.0,0.0,1910.0,136.0,46.0,1910.0,1910.0,847.0
27_053_126102,2023,5538.0,3998.0,4464.0,4.0,0.0,149.0,212.0,4419.0,166941.0,120571.0,4285.0,0.0,205.0,655.0,1504.0,6.0,6973.0,985.0,204.0,6973.0,6973.0,3526.0
27_053_104801,2023,2775.0,216.0,1848.0,27.1,0.0,184.0,0.0,93.0,27751.0,18170.0,1348.0,0.0,0.0,50.0,5047.0,0.0,5190.0,3024.0,595.0,5190.0,5190.0,2167.0
27_053_104802,2023,1490.0,823.0,2386.0,10.9,0.0,18.0,266.0,2451.0,44462.0,33438.0,2125.0,0.0,231.0,825.0,714.0,45.0,4559.0,1024.0,603.0,4559.0,4559.0,1444.0
27_053_125900,2023,2622.0,696.0,2248.0,4.4,0.0,0.0,2205.0,841.0,67102.0,61149.0,2148.0,77.0,1075.0,165.0,1321.0,0.0,5039.0,1586.0,989.0,5039.0,5039.0,1336.0
27_053_126000,2023,3195.0,847.0,1985.0,13.6,0.0,78.0,761.0,1190.0,48316.0,31655.0,1716.0,0.0,201.0,101.0,2784.0,0.0,5031.0,1822.0,607.0,5031.0,5031.0,1951.0
27_053_105204,2023,2568.0,1324.0,1800.0,4.8,0.0,35.0,45.0,1872.0,81431.0,53516.0,1713.0,14.0,82.0,233.0,498.0,0.0,2738.0,594.0,269.0,2738.0,2738.0,2096.0
27_053_106400,2023,1621.0,1028.0,1045.0,6.4,0.0,0.0,73.0,1202.0,105037.0,66193.0,978.0,0.0,112.0,67.0,550.0,0.0,1933.0,371.0,69.0,1933.0,1933.0,1067.0
27_053_005901,2023,2332.0,597.0,1269.0,10.0,0.0,15.0,169.0,1632.0,39324.0,27214.0,1142.0,0.0,125.0,228.0,959.0,0.0,3007.0,465.0,221.0,3007.0,3007.0,1442.0
27_053_005902,2023,1924.0,289.0,1811.0,15.5,0.0,80.0,804.0,864.0,43595.0,43006.0,1530.0,0.0,613.0,30.0,1661.0,0.0,3558.0,878.0,538.0,3558.0,3558.0,1087.0
27_053_008300,2023,961.0,236.0,1036.0,17.9,0.0,1.0,731.0,632.0,79451.0,56579.0,851.0,0.0,4.0,29.0,525.0,0.0,1913.0,361.0,244.0,1913.0,1913.0,560.0
27_053_008400,2023,1449.0,678.0,1337.0,5.2,0.0,21.0,445.0,961.0,98995.0,83875.0,1268.0,6.0,31.0,71.0,789.0,19.0,2309.0,514.0,251.0,2309.0,2309.0,679.0
27_053_007801,2023,1034.0,238.0,1022.0,12.6,0.0,18.0,463.0,450.0,58427.0,51902.0,893.0,0.0,25.0,99.0,901.0,0.0,1862.0,495.0,305.0,1862.0,1862.0,670.0
27_053_106000,2023,1683.0,328.0,1204.0,7.2,0.0,42.0,731.0,492.0,43617.0,26960.0,1117.0,0.0,182.0,31.0,1561.0,0.0,2974.0,1181.0,690.0,2974.0,2974.0,1133.0
27_053_125800,2023,2870.0,1009.0,2399.0,14.4,0.0,23.0,1402.0,1310.0,72406.0,52813.0,2054.0,10.0,56.0,216.0,1839.0,0.0,4828.0,1401.0,723.0,4828.0,4828.0,1654.0
06_075_017801,2020,3336.0,1417.0,1545.0,9.9,0.0,9.0,293.0,648.0,95175.0,25625.0,1392.0,0.0,26.0,2499.0,75.0,31.0,3582.0,2651.0,553.0,3582.0,3582.0,2411.0
06_075_012502,2020,3683.0,447.0,1978.0,16.9,0.0,146.0,1460.0,781.0,43948.0,21653.0,1643.0,0.0,472.0,1467.0,560.0,0.0,4629.0,2256.0,1231.0,4629.0,4629.0,2246.0
06_075_022702,2020,1846.0,1562.0,1649.0,3.2,0.0,15.0,317.0,1163.0,238487.0,240922.0,1597.0,35.0,3.0,541.0,34.0,0.0,2152.0,583.0,383.0,2152.0,2152.0,1063.0
06_075_018000,2020,3059.0,1930.0,2339.0,5.6,0.0,35.0,965.0,1186.0,224116.0,183507.0,2207.0,0.0,110.0,1118.0,461.0,39.0,3774.0,1170.0,705.0,3774.0,3774.0,1613.0
06_075_022600,2020,3205.0,2724.0,3199.0,1.0,0.0,55.0,400.0,1838.0,304860.0,239625.0,3166.0,0.0,32.0,1419.0,148.0,0.0,3849.0,964.0,601.0,3849.0,3849.0,2042.0
06_075_017603,2020,3788.0,1934.0,2864.0,6.1,0.0,34.0,517.0,1307.0,123860.0,90590.0,2690.0,0.0,46.0,2635.0,322.0,0.0,4815.0,2133.0,765.0,4815.0,4815.0,2409.0
06_075_017803,2020,2014.0,1108.0,1582.0,3.9,0.0,55.0,472.0,821.0,181727.0,87132.0,1520.0,0.0,55.0,1051.0,69.0,33.0,2523.0,1077.0,773.0,2523.0,2523.0,1195.0
06_075_017804,2020,2957.0,2105.0,2612.0,3.4,0.0,39.0,387.0,1178.0,152412.0,124674.0,2522.0,0.0,38.0,1812.0,52.0,0.0,3482.0,1386.0,597.0,3482.0,3482.0,1841.0
06_075_061503,2020,2950.0,2582.0,2855.0,8.5,0.0,0.0,458.0,1271.0,268188.0,221781.0,2613.0,0.0,34.0,1427.0,49.0,0.0,3205.0,1722.0,1212.0,3205.0,3205.0,1747.0
06_075_060703,2020,4836.0,3922.0,4710.0,3.6,0.0,40.0,662.0,2740.0,220432.0,235371.0,4539.0,0.0,0.0,2620.0,26.0,122.0,6256.0,2347.0,947.0,6256.0,6256.0,2763.0
06_075_061502,2020,1612.0,1172.0,1375.0,10.0,0.0,0.0,227.0,1312.0,115429.0,93403.0,1238.0,0.0,0.0,248.0,133.0,16.0,1901.0,561.0,487.0,1901.0,1901.0,1355.0
06_075_017903,2020,1744.0,622.0,1996.0,12.7,8.0,28.0,973.0,938.0,147150.0,96000.0,1743.0,0.0,120.0,470.0,618.0,135.0,3136.0,1060.0,722.0,3136.0,3136.0,626.0
06_075_012504,2020,579.0,67.0,235.0,7.2,0.0,0.0,187.0,67.0,42708.0,25667.0,218.0,34.0,33.0,297.0,28.0,0.0,612.0,485.0,56.0,612.0,612.0,340.0
06_075_060702,2020,1639.0,714.0,1370.0,5.2,0.0,12.0,202.0,918.0,184668.0,141333.0,1299.0,0.0,0.0,681.0,20.0,0.0,1945.0,582.0,112.0,1945.0,1945.0,1030.0
06_075_060701,2020,6260.0,4991.0,5478.0,3.2,0.0,0.0,625.0,1713.0,298134.0,222692.0,5305.0,0.0,1.0,4141.0,1177.0,37.0,7879.0,3643.0,2124.0,7879.0,7879.0,3168.0
06_075_061504,2020,1106.0,975.0,1297.0,8.5,0.0,0.0,46.0,433.0,372331.0,247063.0,1187.0,0.0,19.0,977.0,13.0,87.0,1567.0,582.0,428.0,1567.0,1567.0,815.0
06_075_012403,2020,1994.0,562.0,1247.0,10.8,0.0,0.0,577.0,446.0,44801.0,34732.0,1112.0,0.0,28.0,1201.0,87.0,0.0,2431.0,1491.0,880.0,2431.0,2431.0,1190.0
06_075_061506,2020,4326.0,4070.0,4060.0,4.8,0.0,34.0,316.0,1721.0,388121.0,250001.0,3867.0,0.0,0.0,2454.0,50.0,0.0,4541.0,1811.0,1155.0,4541.0,4541.0,2696.0
06_075_061505,2020,966.0,775.0,852.0,0.0,0.0,12.0,70.0,317.0,326058.0,250001.0,852.0,0.0,0.0,595.0,79.0,0.0,1061.0,363.0,187.0,1061.0,1061.0,524.0
06_075_012404,2020,2265.0,361.0,1212.0,2.5,0.0,0.0,922.0,790.0,37703.0,27852.0,1182.0,0.0,61.0,588.0,247.0,0.0,2586.0,969.0,261.0,2586.0,2586.0,1532.0
06_075_017604,2020,2638.0,1560.0,2209.0,12.5,0.0,20.0,784.0,979.0,137563.0,100036.0,1932.0,0.0,18.0,877.0,385.0,80.0,3146.0,935.0,654.0,3146.0,3146.0,2040.0
06_075_061508,2020,1887.0,1250.0,1287.0,1.0,0.0,0.0,251.0,945.0,297186.0,171915.0,1274.0,0.0,8.0,951.0,26.0,32.0,2222.0,813.0,413.0,2222.0,2222.0,1090.0
06_075_012502,2016,3280.0,479.0,1552.0,8.7,0.0,51.0,839.0,650.0,29880.0,14976.0,1417.0,12.0,82.0,1550.0,472.0,0.0,3584.0,1983.0,827.0,3584.0,3584.0,2208.0
06_075_017802,2016,4739.0,2490.0,3515.0,5.2,15.0,37.0,1117.0,1919.0,129690.0,74005.0,3331.0,0.0,41.0,1995.0,678.0,95.0,5782.0,2170.0,1181.0,5782.0,5782.0,2535.0
06_075_017801,2016,3444.0,1536.0,1490.0,2.4,0.0,38.0,201.0,1129.0,97390.0,22450.0,1454.0,0.0,0.0,2186.0,135.0,50.0,3654.0,2484.0,505.0,3654.0,3654.0,2389.0
06_075_012401,2016,3717.0,1130.0,2753.0,6.6,0.0,11.0,1463.0,1358.0,41554.0,24511.0,2572.0,0.0,99.0,1455.0,433.0,57.0,4782.0,2097.0,1229.0,4782.0,4782.0,2749.0
06_075_060700,2016,9775.0,6894.0,8004.0,2.9,0.0,239.0,1781.0,4312.0,170577.0,158667.0,7775.0,0.0,107.0,5711.0,645.0,8.0,12180.0,4649.0,2036.0,12180.0,12180.0,5870.0
06_075_022702,2016,1888.0,1631.0,1749.0,1.6,0.0,29.0,318.0,1528.0,260378.0,191750.0,1721.0,0.0,64.0,366.0,139.0,0.0,2287.0,398.0,208.0,2287.0,2287.0,1012.0
06_075_022600,2016,2212.0,1724.0,2052.0,2.3,0.0,37.0,242.0,1540.0,217899.0,186318.0,2005.0,0.0,16.0,768.0,142.0,0.0,2648.0,565.0,319.0,2648.0,2648.0,1241.0
06_075_018000,2016,2731.0,1652.0,2106.0,9.6,0.0,10.0,321.0,1395.0,178095.0,148698.0,1904.0,0.0,96.0,852.0,466.0,32.0,3091.0,864.0,502.0,3091.0,3091.0,1289.0
06_075_017700,2016,1598.0,917.0,1340.0,5.7,0.0,15.0,575.0,672.0,151955.0,114722.0,1263.0,0.0,19.0,553.0,96.0,74.0,1956.0,634.0,302.0,1956.0,1956.0,758.0
06_001_423800,2010,2368.0,1979.648,1493.0,4.4,0.0,33.0,181.0,2211.0,218166.0,135167.0,1427.0,10.0,6.0,433.0,155.0,0.0,2955.0,428.0,135.0,2955.0,2955.0,1288.0
06_001_422500,2010,2161.0,1618.5890000000002,2131.0,10.0,0.0,16.0,470.0,2409.0,76846.0,42090.0,1918.0,0.0,81.0,1245.0,220.0,18.0,4339.0,972.0,645.0,4339.0,4339.0,1563.0
06_001_400500,2010,2776.0,1551.7839999999999,2322.0,9.8,21.0,50.0,380.0,1584.0,77109.0,69353.0,2095.0,0.0,128.0,304.0,1298.0,13.0,3573.0,381.0,212.0,3573.0,3573.0,1574.0
06_001_423700,2010,1721.0,1342.38,1757.0,6.4,10.0,20.0,288.0,2326.0,105591.0,49853.0,1644.0,0.0,109.0,841.0,131.0,5.0,3562.0,582.0,294.0,3562.0,3562.0,1246.0
06_001_423601,2010,1791.0,1396.98,1453.0,4.9,0.0,38.0,210.0,1946.0,91433.0,67622.0,1382.0,0.0,22.0,391.0,49.0,0.0,2602.0,467.0,323.0,2602.0,2602.0,1252.0
06_001_400200,2010,1539.0,1272.7530000000002,1172.0,2.6,0.0,57.0,201.0,1398.0,183864.0,122634.0,1141.0,0.0,0.0,284.0,98.0,0.0,1981.0,242.0,65.0,1981.0,1981.0,867.0
06_001_400400,2010,3432.0,2663.2319999999995,2964.0,3.7,0.0,28.0,476.0,2732.0,106406.0,92366.0,2854.0,0.0,44.0,358.0,569.0,0.0,4222.0,301.0,181.0,4222.0,4222.0,1875.0
06_001_423902,2010,1330.0,1018.7799999999999,1006.0,8.3,0.0,28.0,194.0,1149.0,100084.0,68547.0,922.0,6.0,0.0,69.0,135.0,0.0,1543.0,234.0,118.0,1543.0,1543.0,757.0
06_001_423901,2010,1592.0,786.448,1249.0,3.8,0.0,7.0,227.0,1196.0,74357.0,47083.0,1202.0,0.0,63.0,173.0,334.0,0.0,1939.0,193.0,112.0,1939.0,1939.0,846.0
06_001_422700,2010,1084.0,711.1039999999999,1546.0,17.7,0.0,28.0,653.0,1966.0,61483.0,41464.0,1273.0,0.0,113.0,1483.0,190.0,1.0,4317.0,1298.0,960.0,4317.0,4317.0,1015.0
06_001_422500,2014,2103.0,1644.546,2177.0,5.8,0.0,25.0,442.0,2233.0,90145.0,54375.0,2051.0,0.0,59.0,1302.0,161.0,6.0,4135.0,986.0,667.0,4135.0,4135.0,1454.0
06_001_422800,2014,1407.0,783.6990000000001,3133.0,17.8,0.0,9.0,1154.0,2693.0,33377.0,13188.0,2574.0,18.0,167.0,4367.0,435.0,52.0,8648.0,2307.0,1577.0,8648.0,8648.0,1389.0
06_001_423700,2014,1965.0,1691.865,1898.0,3.7,0.0,20.0,313.0,2631.0,123886.0,83347.0,1827.0,0.0,60.0,1010.0,114.0,0.0,4110.0,692.0,273.0,4110.0,4110.0,1359.0
06_001_423602,2014,1979.0,1529.767,3030.0,8.5,43.0,0.0,618.0,2273.0,55422.0,27890.0,2773.0,1.0,95.0,2089.0,387.0,36.0,5455.0,931.0,455.0,5455.0,5455.0,2262.0
06_001_422700,2014,1216.0,567.8720000000001,2294.0,15.0,0.0,31.0,856.0,2494.0,50690.0,31050.0,1949.0,0.0,59.0,1401.0,187.0,18.0,4895.0,1155.0,850.0,4895.0,4895.0,1019.0
06_001_422600,2014,243.0,231.093,502.0,14.1,0.0,0.0,174.0,592.0,409367.0,250001.0,431.0,0.0,0.0,614.0,51.0,0.0,1440.0,723.0,673.0,1440.0,1440.0,21.0
06_001_422500,2018,2468.0,1611.0,2469.0,4.9,0.0,22.0,585.0,2063.0,79176.0,52917.0,2349.0,0.0,261.0,1752.0,222.0,53.0,4638.0,1649.0,1195.0,4638.0,4638.0,1656.0
06_001_423700,2018,1985.0,1632.0,1920.0,3.8,0.0,15.0,461.0,2685.0,194628.0,102763.0,1847.0,0.0,28.0,881.0,130.0,20.0,4148.0,666.0,361.0,4148.0,4148.0,1242.0
06_001_422700,2018,1120.0,856.0,2114.0,8.5,0.0,0.0,803.0,1956.0,70526.0,48125.0,1934.0,0.0,70.0,1948.0,221.0,51.0,4975.0,1142.0,827.0,4975.0,4975.0,1005.0
36_061_019300,2021,7925.0,4304.0,6205.0,5.2,0.0,64.0,4296.0,3276.0,109910.0,72865.0,5880.0,0.0,36.0,1290.0,1944.0,266.0,10654.0,3197.0,1914.0,10654.0,10654.0,4299.0
36_061_019701,2021,737.0,498.0,567.0,9.0,0.0,0.0,206.0,343.0,136626.0,49336.0,516.0,0.0,0.0,271.0,176.0,0.0,958.0,300.0,199.0,958.0,958.0,495.0
36_061_019702,2021,2266.0,1498.0,1769.0,7.7,0.0,42.0,726.0,784.0,129682.0,97981.0,1632.0,0.0,234.0,331.0,1226.0,13.0,2901.0,842.0,444.0,2901.0,2901.0,1153.0
