,TRACTCE20,BLOCKCE20,GEOID20,sup_dist,geometry,percent
3631,15702,2004,60750157022004,2,"POLYGON ((-122.444658 37.776996, -122.44464 37.776901, -122.444585 37.776629, -122.444411 37.776652, -122.444391 37.77655, -122.443707 37.776637, -122.443728 37.776738, -122.443557 37.77676, -122.443571 37.776828, -122.443378 37.776852, -122.443416 37.777037, -122.4433 37.777061, -122.44313200004655 37.776226000231304, -122.44313200023733 37.77622600020705, -122.44428955223015 37.77607919877664, -122.44478 37.776017, -122.444967 37.776958, -122.444658 37.776996))",0.9999999999999998
3520,35400,5002,60750354005002,4,"POLYGON ((-122.503288 37.738098, -122.503157 37.736229, -122.504228 37.736182, -122.504359 37.738051, -122.503288 37.738098))",0.9999999999999998
3568,25502,3023,60750255023023,11,"POLYGON ((-122.42955 37.730995, -122.428873 37.731175, -122.429304 37.730742, -122.429378 37.73072, -122.43008 37.730004, -122.430112 37.729971, -122.430199 37.729872, -122.430276 37.72992, -122.430383 37.729986, -122.430789 37.73024, -122.430833 37.730335, -122.430945 37.730578, -122.42955 37.730995))",0.9999999999999998
3580,20101,1010,60750201011010,6,"POLYGON ((-122.42111 37.77168, -122.420529 37.771715, -122.420344 37.77177, -122.420306 37.771677, -122.420175 37.770253, -122.420172 37.770207, -122.42017 37.77012, -122.42046 37.770135, -122.42079 37.770158, -122.420995 37.770189, -122.421175 37.770234, -122.4214 37.770304, -122.421627 37.770378, -122.421748 37.771642, -122.42111 37.77168))",0.9999999999999998
1973,26402,2005,60750264022005,10,"POLYGON ((-122.400042 37.717538, -122.400012 37.717411, -122.399828 37.71665, -122.400119 37.716574, -122.400619 37.717776, -122.400131 37.717906, -122.400042 37.717538))",0.9999999999999998
6236,32902,2001,60750329022001,4,"POLYGON ((-122.487183 37.753769, -122.487053 37.751903, -122.488143 37.751854, -122.488264 37.753721, -122.487183 37.753769))",0.9999999999999998
565,31202,2004,60750312022004,11,"POLYGON ((-122.448698 37.719916, -122.448675 37.719844, -122.448664 37.7195, -122.449162 37.71869, -122.449996 37.719025, -122.449279 37.720151, -122.448698 37.719916))",0.9999999999999998
6712,12901,1002,60750129011002,2,"POLYGON ((-122.428022 37.801863, -122.427841 37.80095, -122.427822 37.800824, -122.429464 37.800645, -122.429486 37.800753, -122.429667 37.801654, -122.428022 37.801863))",0.9999999999999998
3,61101,2011,60750611012011,3,"POLYGON ((-122.401294 37.796698, -122.40111 37.795793, -122.401676 37.795719, -122.401853 37.796626, -122.401294 37.796698))",0.9999999999999998
5005,20602,1009,60750206021009,8,"POLYGON ((-122.430678 37.757125, -122.43058 37.75701, -122.430169 37.756917, -122.430115 37.75636, -122.43177 37.75626, -122.431846 37.757054, -122.430678 37.757125))",0.9999999999999998
550,42700,2002,60750427002002,1,"POLYGON ((-122.485945 37.781975, -122.485813 37.780104, -122.485929 37.780099, -122.486762 37.780058, -122.486883 37.780058, -122.48702 37.781924, -122.485945 37.781975))",0.9999999999999998
5038,12602,1007,60750126021007,2,"POLYGON ((-122.439588 37.805805, -122.438187 37.805159, -122.438142 37.80493, -122.438817 37.804849, -122.438976 37.804854, -122.439125 37.804881, -122.439249 37.804924, -122.440328 37.805499, -122.439968 37.805921, -122.439993 37.806044, -122.439588 37.805805))",0.9999999999999998
6225,20202,1003,60750202021003,8,"POLYGON ((-122.423798 37.771496, -122.423618 37.771484, -122.42336 37.771489, -122.423303 37.77146, -122.423146 37.769821, -122.42344128881594 37.76980306393859, -122.42382100001947 37.76978000020176, -122.423906 37.770661, -122.423973 37.771369, -122.423798 37.771496))",0.9999999999999998
6493,47801,1003,60750478011003,1,"POLYGON ((-122.491824 37.774094, -122.491688 37.772227, -122.492761 37.772179, -122.492903 37.774045, -122.491824 37.774094))",0.9999999999999998
6221,35300,1008,60750353001008,4,"POLYGON ((-122.497512 37.7477, -122.497382 37.745833, -122.498453 37.745786, -122.498583 37.747652, -122.497512 37.7477))",0.9999999999999998
5021,10300,2002,60750103002002,3,"POLYGON ((-122.41495 37.801631, -122.414855 37.801165, -122.416038 37.801013, -122.416133 37.801481, -122.41495 37.801631))",0.9999999999999998
585,61101,2000,60750611012000,3,"POLYGON ((-122.400863 37.797654, -122.400681 37.796777, -122.401294 37.796698, -122.401853 37.796626, -122.401907 37.796876, -122.402041 37.797505, -122.400863 37.797654))",0.9999999999999998
3606,35202,1000,60750352021000,4,"POLYGON ((-122.503926 37.764304, -122.503084 37.764343, -122.502979 37.764344, -122.502973 37.764264, -122.502844 37.762427, -122.503916 37.76238, -122.504048 37.764224, -122.504055 37.764294, -122.503926 37.764304))",0.9999999999999998
3607,26001,1004,60750260011004,11,"POLYGON ((-122.42928 37.726282, -122.428482 37.725901, -122.429652 37.724343, -122.430453 37.724725, -122.42928 37.726282))",0.9999999999999998
3535,32802,1003,60750328021003,4,"POLYGON ((-122.482899 37.753957, -122.48277 37.752093, -122.483844 37.752045, -122.483974 37.75391, -122.482899 37.753957))",0.9999999999999998
1955,21000,1002,60750210001002,8,"POLYGON ((-122.423232 37.755167, -122.42313900004582 37.755171999997536, -122.4231280001819 37.75506999974264, -122.42306200005966 37.75437499978531, -122.4229950001125 37.75367600025566, -122.42298500007296 37.753571999995756, -122.423071 37.753567, -122.423601 37.753535, -122.423757 37.755137, -122.423232 37.755167))",0.9999999999999998
6707,12405,1007,60750124051007,6,"POLYGON ((-122.41497000014999 37.77886199998099, -122.41494515519084 37.77884657006589, -122.414875 37.778803, -122.414782 37.778744, -122.414835 37.778701, -122.416009 37.777773, -122.416261 37.777572, -122.416292 37.777494, -122.416401 37.777723, -122.41658 37.778658, -122.41497000014999 37.77886199998099))",0.9999999999999998
6251,21600,1005,60750216001005,8,"POLYGON ((-122.433619 37.746399, -122.433545 37.745687, -122.434723 37.745612, -122.433698 37.746494, -122.433619 37.746399))",0.9999999999999998
932,30700,1005,60750307001005,7,"POLYGON ((-122.450645 37.742677, -122.45055 37.742627, -122.450297 37.742471, -122.44951 37.742085, -122.449196 37.74196, -122.449079 37.7419, -122.448932 37.741778, -122.448814 37.741675, -122.448649 37.741496, -122.448425 37.741236, -122.448474 37.74121, -122.449198 37.740829, -122.449419 37.741083, -122.44968 37.741301, -122.450072 37.74157, -122.450423 37.741733, -122.450603 37.74185, -122.450644 37.742223, -122.4507 37.742468, -122.450784 37.74273, -122.450645 37.742677))",0.9999999999999998
6162,25900,1002,60750259001002,9,"POLYGON ((-122.415452 37.727198, -122.41446 37.727457, -122.414072 37.726517, -122.415308 37.726194, -122.415567 37.726126, -122.415902 37.726038, -122.416082 37.726106, -122.416426 37.726943, -122.415452 37.727198))",0.9999999999999998
3675,35102,1006,60750351021006,4,"POLYGON ((-122.501505 37.758747, -122.501374 37.756882, -122.50245 37.756835, -122.502582 37.7587, -122.501505 37.758747))",0.9999999999999998
26,15600,2002,60750156002002,1,"POLYGON ((-122.455441 37.775611, -122.455253 37.774687, -122.456284 37.774555, -122.456473 37.775483, -122.455441 37.775611))",0.9999999999999998
6113,33001,3002,60750330013002,4,"POLYGON ((-122.487346 37.740664, -122.487217 37.738805, -122.488287 37.738758, -122.488417 37.740616, -122.487346 37.740664))",0.9999999999999998
6112,35101,1006,60750351011006,4,"POLYGON ((-122.502861 37.764354, -122.502015 37.764393, -122.501907 37.764399, -122.501899 37.76431, -122.501771 37.762475, -122.502844 37.762427, -122.502973 37.764264, -122.502979 37.764344, -122.502861 37.764354))",0.9999999999999998
705,20202,1002,60750202021002,8,"POLYGON ((-122.423906 37.770661, -122.42382100001947 37.76978000020176, -122.42382100011795 37.76978000019578, -122.4245509998639 37.76973700016105, -122.4245509998443 37.76973700000917, -122.424551 37.769737, -122.42464 37.769732, -122.424707 37.770623, -122.424787 37.770712, -122.424743 37.770764, -122.423973 37.771369, -122.423906 37.770661))",0.9999999999999998
519,30600,2011,60750306002011,7,"POLYGON ((-122.456303 37.741598, -122.456193 37.741658, -122.455951 37.741851, -122.455748 37.742075, -122.454932 37.741777, -122.454981 37.741687, -122.455142 37.741478, -122.455374 37.741251, -122.455576 37.741107, -122.455641 37.741073, -122.455936 37.74092, -122.456607 37.740608, -122.456994 37.74042, -122.457468 37.740969, -122.456303 37.741598))",0.9999999999999998
708,30101,2003,60750301012003,7,"POLYGON ((-122.459953 37.765257, -122.459888 37.764319, -122.460958 37.764272, -122.461023 37.765209, -122.459953 37.765257))",0.9999999999999998
6108,30700,3004,60750307003004,7,"POLYGON ((-122.459693 37.737158, -122.459509 37.737162, -122.459135 37.737103, -122.458864 37.737055, -122.458462 37.737033, -122.458061 37.737039, -122.457652 37.737059, -122.457344 37.737048, -122.457093 37.737003, -122.456808 37.736898, -122.456602 37.73683, -122.456428 37.736784, -122.455615 37.736674, -122.455023 37.736589, -122.454724 37.736591, -122.454548 37.736568, -122.454419 37.736508, -122.454276 37.736419, -122.454365 37.736327, -122.454477 37.736231, -122.454761 37.736129, -122.455145 37.736077, -122.455452 37.736069, -122.456893 37.736064, -122.457061 37.736078, -122.457469 37.736168, -122.457661 37.736178, -122.457886 37.736142, -122.458009 37.736102, -122.458109 37.73607, -122.458346 37.73604, -122.458542 37.736053, -122.459137 37.736241, -122.459291 37.736343, -122.459413 37.736477, -122.4595 37.736655, -122.459601 37.73677, -122.459809 37.736884, -122.459882 37.736993, -122.459927 37.737115, -122.459693 37.737158))",0.9999999999999998
6107,21100,1000,60750211001000,8,"POLYGON ((-122.425532 37.756636, -122.425384 37.755035, -122.425532 37.755025, -122.425545 37.755117, -122.42555 37.755181, -122.425679 37.756548, -122.425687 37.756627, -122.425532 37.756636))",0.9999999999999998
3731,35102,2006,60750351022006,4,"POLYGON ((-122.501374 37.756882, -122.501249 37.755003, -122.502318 37.754953, -122.50245 37.756835, -122.501374 37.756882))",0.9999999999999998
3396,17102,2006,60750171022006,8,"POLYGON ((-122.450737 37.762342, -122.45058 37.761561, -122.451958 37.761478, -122.452097 37.762167, -122.450737 37.762342))",0.9999999999999998
719,17603,3005,60750176033005,6,"POLYGON ((-122.415908 37.775272, -122.415372 37.774844, -122.416467 37.773979, -122.416576 37.773906, -122.417104 37.774325, -122.415908 37.775272))",0.9999999999999998
5049,22600,1011,60750226001011,10,"POLYGON ((-122.389001 37.75533, -122.388877 37.754053, -122.38986 37.754, -122.389989 37.75527, -122.389001 37.75533))",0.9999999999999998
3386,30900,6013,60750309006013,7,"POLYGON ((-122.474668 37.731096, -122.472717 37.731069, -122.472733 37.730721, -122.472782 37.730666, -122.473325 37.730658, -122.473836 37.730652, -122.474093 37.730573, -122.474323 37.73044, -122.474735 37.730361, -122.474782 37.730993, -122.474813 37.731073, -122.474668 37.731096))",0.9999999999999998
3383,11300,2004,60750113002004,3,"POLYGON ((-122.40901 37.793015, -122.408545 37.793074, -122.408372 37.792234, -122.408364 37.792141, -122.408864 37.79208, -122.409171 37.792043, -122.409258 37.792469, -122.409361 37.792971, -122.40901 37.793015))",0.9999999999999998
727,30900,6022,60750309006022,7,"POLYGON ((-122.474955 37.732456, -122.4749 37.732431, -122.474813 37.731073, -122.474972 37.731072, -122.47502139514486 37.731844409792856, -122.47506299969363 37.73249499986149, -122.47506299969514 37.73249499988991, -122.474955 37.732456))",0.9999999999999998
3749,47701,1004,60750477011004,1,"POLYGON ((-122.487815 37.780016, -122.487005 37.780054, -122.486883 37.780058, -122.486875 37.779946, -122.486738 37.778069, -122.487805 37.77802, -122.48794 37.779872, -122.487951 37.780014, -122.487815 37.780016))",0.9999999999999998
3756,20602,2004,60750206022004,8,"POLYGON ((-122.430344 37.758756, -122.430269 37.757955, -122.431979 37.757851, -122.432286 37.757677, -122.432357 37.757613, -122.43239 37.757533, -122.43238 37.757407, -122.432432 37.757279, -122.432487 37.757399, -122.432505 37.75758, -122.432484 37.757821, -122.432561 37.758622, -122.430344 37.758756))",0.9999999999999998
6083,23102,1005,60750231021005,10,"POLYGON ((-122.384938 37.735076, -122.384866 37.734945, -122.384804 37.73469, -122.384851 37.734439, -122.384857 37.734233, -122.384797 37.734069, -122.384692 37.73376, -122.384604 37.73352, -122.384547 37.733474, -122.384674 37.733443, -122.384966 37.733184, -122.385052 37.733114, -122.385054 37.733177, -122.385157 37.733257, -122.38531 37.733472, -122.385614 37.733978, -122.385627 37.734019, -122.385783 37.7345, -122.385966 37.734829, -122.386067 37.734933, -122.386055 37.734955, -122.385981 37.735083, -122.385922 37.735137, -122.385717 37.735176, -122.38559 37.735183, -122.385417 37.735219, -122.385269 37.735309, -122.384938 37.735076))",0.9999999999999998
5054,25403,1012,60750254031012,9,"POLYGON ((-122.423883 37.734419, -122.423751 37.733577, -122.423991 37.733558, -122.424571 37.733534, -122.425035 37.733548, -122.424987 37.733793, -122.424909 37.733957, -122.424802 37.734092, -122.424682 37.734214, -122.424469 37.734357, -122.4242 37.734479, -122.423976 37.734533, -122.423922 37.734546, -122.423883 37.734419))",0.9999999999999998
25,20300,1001,60750203001001,8,"POLYGON ((-122.426952 37.767852, -122.426773 37.767864, -122.426587 37.767875, -122.426515 37.767048, -122.426462 37.766272, -122.426623 37.766263, -122.426807 37.766251, -122.426829 37.76625, -122.42684 37.766337, -122.426864 37.766583, -122.427123 37.766567, -122.427128 37.766625, -122.427214 37.76662, -122.427293 37.767441, -122.427207 37.767446, -122.42724 37.767833, -122.426952 37.767852))",0.9999999999999998
3423,30700,1007,60750307001007,7,"POLYGON ((-122.452339 37.741359, -122.452008 37.741367, -122.451667 37.741337, -122.451188 37.741234, -122.450999 37.741163, -122.450799 37.741088, -122.450458 37.740899, -122.45011 37.740626, -122.449959 37.740447, -122.450677 37.740087, -122.450936 37.740322, -122.451197 37.740479, -122.451569 37.740642, -122.451872 37.740704, -122.452094 37.7407, -122.452993 37.740654, -122.453043 37.741317, -122.452339 37.741359))",0.9999999999999998
3710,20401,1007,60750204011007,8,"POLYGON ((-122.443448 37.758909, -122.44338 37.758885, -122.442991 37.758893, -122.442262 37.758914, -122.442175 37.758939, -122.442164 37.758754, -122.442209 37.758514, -122.442223 37.758323, -122.442238 37.758104, -122.442565 37.758154, -122.442659 37.75822, -122.442959 37.758357, -122.4432 37.758433, -122.443513 37.758499, -122.443726 37.759062, -122.443795 37.759135, -122.443448 37.758909))",0.9999999999999998
3432,35102,3006,60750351023006,4,"POLYGON ((-122.501249 37.755003, -122.501118 37.753154, -122.502191 37.753106, -122.502318 37.754953, -122.501249 37.755003))",0.9999999999999998
3466,47600,4001,60750476004001,1,"POLYGON ((-122.472435 37.774979, -122.472297 37.773114, -122.473428 37.773063, -122.473563 37.774928, -122.472435 37.774979))",0.9999999999999998
3677,45202,2004,60750452022004,1,"POLYGON ((-122.464942 37.775321, -122.464812 37.773489, -122.465332 37.773423, -122.465883 37.773398, -122.466019 37.775271, -122.464942 37.775321))",0.9999999999999998
3681,980900,1029,60759809001029,10,"POLYGON ((-122.398836 37.747033, -122.396274 37.747189, -122.396009 37.747262, -122.396041 37.747078, -122.397043 37.745974, -122.397609 37.74535, -122.398204 37.744694, -122.398747 37.744096, -122.400311 37.744982, -122.402027 37.745954, -122.398836 37.747033))",0.9999999999999998
3460,30400,2001,60750304002001,7,"POLYGON ((-122.464182 37.750382, -122.46373 37.750347, -122.463648 37.75024, -122.463537 37.750187, -122.46331 37.750029, -122.463277 37.749987, -122.463967 37.749569, -122.464051 37.749634, -122.464251 37.749691, -122.465043 37.749645, -122.465209 37.749703, -122.465331 37.749823, -122.465378 37.750333, -122.464182 37.750382))",0.9999999999999998
21,25100,2006,60750251002006,9,"POLYGON ((-122.407601 37.744886, -122.407367 37.745476, -122.406792 37.745333, -122.406737 37.745333, -122.406705 37.745292, -122.406826 37.744989, -122.406896 37.744812, -122.407076 37.744359, -122.407265 37.743882, -122.407495 37.743304, -122.408001 37.743283, -122.408099 37.743187, -122.408165 37.743291, -122.408591 37.743353, -122.40856 37.743368, -122.408323 37.743481, -122.408171 37.743643, -122.407995 37.743923, -122.4079 37.744066, -122.407787 37.744406, -122.407601 37.744886))",0.9999999999999998
1931,17700,2007,60750177002007,6,"POLYGON ((-122.418512 37.773039, -122.418457 37.773098, -122.41803 37.773474, -122.417451 37.773135, -122.416913 37.772817, -122.416304 37.772456, -122.416368 37.7724, -122.4169 37.771724, -122.417446 37.771962, -122.418069 37.772233, -122.418269 37.772228, -122.418439 37.772223, -122.418469 37.772323, -122.418608 37.772731, -122.418638 37.772905, -122.418512 37.773039))",0.9999999999999998
3690,10901,1003,60750109011003,3,"POLYGON ((-122.418226 37.799305, -122.417703 37.799372, -122.417688 37.799277, -122.417611 37.798901, -122.417897 37.798866, -122.417865 37.79871, -122.417631 37.798739, -122.417573 37.798426, -122.417829 37.798395, -122.41886 37.798265, -122.418921 37.798565, -122.418953 37.798727, -122.418988 37.798898, -122.419049 37.799198, -122.418226 37.799305))",0.9999999999999998
